Date,Day of Week,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
2019/4/17,Wednesday,0.135515619986638,1.2216994696332069,0.4461321266587999,0.9507138765170202,0.9433209579945732,0.011754041476547,0.271031239973276,4.47210871999205,12.52789128000795,12:31
2019/4/18,Thursday,0.13615209978065,1.038478447370446,0.4425603040384469,0.9329600503201528,0.9229040578681756,0.0162662534882993,0.2723041995613,3.801416498448273,13.198583501551727,13:11
2019/4/19,Friday,0.0987559389646529,0.7825618884515485,0.4542445832693997,0.925647210163148,0.9144942916876202,0.009382234293692,0.1975118779293058,2.864617634915024,14.135382365084975,14:08
2019/4/22,Monday,0.1091361369315221,1.234724586009252,0.4355644514253164,0.9508781247120712,0.943509843418882,0.0076014890878258,0.2182722738630442,4.51978798807073,12.48021201192927,12:28
2019/4/23,Tuesday,0.1390092139679974,1.184082590191084,0.4248665988694581,0.9480704080436538,0.940280969250202,0.0130419764361392,0.2780184279359948,4.334409736933218,12.665590263066782,12:39
2019/4/24,Wednesday,0.1333006631122084,1.1832520053119049,0.4237495569948618,0.9431411059329418,0.934612271822883,0.0131992318222855,0.2666013262244168,4.331369328082107,12.668630671917892,12:40
2019/4/25,Thursday,0.1273293761339245,1.123732667864639,0.4150069422046845,0.9389281682175612,0.9297673934501952,0.0129490110485349,0.254658752267849,4.113495002503509,12.886504997496491,12:53
2019/4/26,Friday,0.1064982226469074,1.0062799094620536,0.4046300819960341,0.8751354841723002,0.8564058067981453,0.0197169307048771,0.2129964452938148,3.683551699673867,13.316448300326131,13:18
2019/4/29,Monday,0.126913131011353,1.22521289454743,0.426904907296291,0.9259608077940492,0.9148549289631568,0.0159034619139237,0.253826262022706,4.48496983566451,12.51503016433549,12:30
2019/4/30,Tuesday,0.1415158032608255,1.188544727592167,0.4160408488069184,0.9434832542251116,0.9350057423588782,0.0147856201089854,0.283031606521651,4.350743675088383,12.649256324911615,12:38
2019/5/1,Wednesday,0.13125918907151,1.166850352197958,0.4140960119225453,0.933232274038859,0.9232171151446878,0.015174146717827,0.26251837814302,4.271330032218954,12.728669967781046,12:43
2019/5/2,Thursday,0.1344998840211212,1.165344408912788,0.422023459809601,0.9316457003816656,0.9213925554389152,0.016337666489272,0.2689997680422424,4.265817430908384,12.734182569091615,12:44
2019/5/3,Friday,0.116096719191621,1.0443067150233938,0.4119966994208179,0.8968865024615547,0.8814194778307879,0.0189303775165527,0.232193438383242,3.8227512434007456,13.177248756599257,13:10
2019/5/6,Monday,0.1284547175934665,1.1987782065814323,0.4347635705109676,0.927343771954295,0.9164453377474392,0.0159424652937162,0.256909435186933,4.388203976710261,12.611796023289738,12:36
2019/5/7,Tuesday,0.1446896712866861,1.1861956672601637,0.4261442693714261,0.9471768373434064,0.9392533629449172,0.014387987709908,0.2893793425733722,4.342144790128816,12.657855209871183,12:39
2019/5/8,Wednesday,0.1252590241352393,1.2131777728347433,0.4250433074679228,0.9322563679429448,0.9220948231343864,0.0140701352726905,0.2505180482704786,4.440914506104916,12.559085493895084,12:33
2019/5/9,Thursday,0.127745826126149,1.2024658754488513,0.4227300648283925,0.9311542245744432,0.9208273582606098,0.0148818298837638,0.255491652252298,4.401702923471185,12.598297076528816,12:35
2019/5/10,Friday,0.1132402690842418,1.0439392333312492,0.4114328218208266,0.8861368320731626,0.869057356884137,0.0201286537562434,0.2264805381684836,3.821406053261332,13.178593946738667,13:10
2019/5/13,Monday,0.1189641978699792,1.256379834286169,0.4297666785906025,0.9313827592626578,0.9210901731520564,0.0128940867236413,0.2379283957399584,4.599058403635262,12.400941596364738,12:24
2019/5/14,Tuesday,0.1290764906791459,1.2357324675336874,0.4264179664368535,0.9368172084353804,0.9273397897006872,0.0138825997890283,0.2581529813582918,4.523477402584023,12.476522597415975,12:28
2019/5/15,Wednesday,0.1327544275576213,1.220754275087686,0.4267928410586744,0.9338011322942243,0.923871302138358,0.015424367561795,0.2655088551152426,4.468648775157678,12.531351224842322,12:31
2019/5/16,Thursday,0.1309732307514699,1.1864717189376386,0.4242916136262161,0.9299020577852192,0.919387366453002,0.0159357054338692,0.2619464615029398,4.343155294876252,12.65684470512375,12:39
2019/5/17,Friday,0.1187581579642137,1.0181564185129648,0.4161171052145707,0.8807258528048855,0.8628347307256183,0.0232909834714927,0.2375163159284274,3.7270264174828154,13.272973582517183,13:16
