GIDBG,Mean,Variance
295101014002,0.7998863806697604,0.3549237477727369
295101015002,0.8636352614489362,0.1568592926952464
295101053001,0.9176545959443406,0.1687815856512112
295101053002,1.0349256570035967,0.1640182197720749
295101053003,0.9213570305626492,0.1068634994912789
295101054001,0.9574342467105946,0.2134948066685467
295101054002,0.8563418533986304,0.1404574546581485
295101055001,1.020795918713547,0.2588747018325838
295101055002,1.0117665324711902,0.166741998393509
295101055003,0.8282455755663641,0.0951708428237296
295101061001,0.8140728889086993,0.403040884653974
295101061002,0.9282857756139884,0.4309690341289543
295101061003,0.8800759911514643,0.2811864397373096
295101061004,0.8932840931711776,0.3601853424154724
295101062002,1.0275803251597244,0.4553420327965775
295101062003,0.8771463805414382,0.5039213606942762
295101063001,0.976278245825166,0.270233244388741
295101063002,0.966349338661294,0.4968630195448328
295101063003,0.8767009806529141,0.3864098648034053
295101064003,0.9960938714813956,0.49061587015854
295101064004,0.7282294009423655,0.3239130782437
295101065001,0.8238854212267633,0.2349610500283545
295101065002,0.9418964337475666,0.2003873722525753
295101065003,0.8233260084914925,0.4221145232838252
295101067001,0.6930808647295308,0.4450178099395869
295101067002,0.7707686461156618,0.3534434531130576
295101067003,0.7753608532599308,0.2385809647327726
295101067004,0.7099581476129287,0.1507195238637024
295101073001,1.1165268523081922,0.2161808013596682
295101073002,1.0095710506929227,0.221529181136089
295101073003,0.8221442154982276,0.4045870286852412
295101073004,1.0957527768506825,0.3401841684110983
295101073005,0.8548852015219471,0.314610793247313
295101073006,0.8472348529875601,0.3194766257530512
295101074002,1.0282907240983543,0.4143550732689713
295101074003,0.7133779672764058,0.4179928140061063
295101075001,0.9070330540155972,0.3082127450056457
295101075003,0.6820342973132331,0.4527062705922439
295101075004,0.8580155153595055,0.4677981248351711
295101076001,0.7975546891087801,0.2540619107290011
295101076002,0.9451099710174796,0.361446733420746
295101076003,0.7075186173394631,0.1354560050402675
295101081001,0.8940597261781426,0.1484365676289074
295101081002,0.8796430846148137,0.2037000727754238
295101081003,1.0491415893592395,0.3152699005231558
295101082001,0.9437347893305024,0.2030729710124212
295101082002,1.018851533197467,0.0900379589905046
295101083001,0.6230829604963811,0.4325534658703289
295101083002,0.8664458847905127,0.3435301518644994
295101083003,1.0952511874950834,0.2057508750641537
295101096001,0.7858304868065047,0.4190448435115969
295101096002,0.9149478971025126,0.5003101546368125
295101096003,0.8873882090231273,0.3234011780300917
295101096004,0.985771225010749,0.430972736242382
295101096005,0.8307904586538241,0.3052112527694009
295101097001,0.8819973209255044,0.3753875879811483
295101097004,0.8089962319858865,0.5024745810083079
295101101001,1.02929152152487,0.217704435749863
295101101003,0.8517323984917002,0.4711018253144934
295101102001,0.968325665666639,0.4235220710601924
295101102002,0.8814596235330625,0.2482267104410881
295101103001,0.7337234409514569,0.2778722387161753
295101103003,0.889503878736427,0.4600692907649699
295101104001,0.9514625368491167,0.2557760423506681
295101104002,0.9658808245120318,0.2036933993051429
295101104003,0.733269014059639,0.3495588848870897
295101105001,0.8931693145565601,0.308717559532937
295101111001,0.981335770000512,0.1590120903100024
295101111002,0.968904418819496,0.114520152361921
295101112002,1.01385979904599,0.2485083581379019
295101113001,0.6752493750010125,0.2206453407032808
295101113002,0.9540376057669864,0.2199758679245489
295101114001,0.7903166828901532,0.3422627742633968
295101115001,0.8017865137871537,0.3471517848735687
295101122001,1.007125984683675,0.1456843271547601
295101122002,1.0662913497595097,0.2547229839546324
295101122003,0.8095967342791035,0.349551465049977
295101123001,1.0260918834737804,0.3013687814059531
295101123003,0.6618868950162121,0.2481404913526652
295101152002,0.937640301707866,0.1212725644746984
295101153003,0.9187725273312014,0.1495299829413936
295101155001,1.0055056003469798,0.1391246980557453
295101155002,0.8607134327651764,0.2924595986932354
295101155003,0.9602759332850084,0.2361532236028854
295101155004,0.7053972049472411,0.205939468536914
295101155005,1.0321194782798326,0.1080817282847253
295101155006,0.9656792663436802,0.2394196873723932
295101155007,0.8652837578701774,0.1088007311911525
295101156001,0.6201300249129871,0.3426233366534637
295101157001,0.926259562641381,0.290102568512973
295101157002,0.8677939387714626,0.1283387478366391
295101157004,1.0964220923771857,0.1199987025719296
295101163022,0.9286403523248228,0.2033788037663044
295101164001,0.7975068139438753,0.2412377668298968
295101164004,0.9585183940829632,0.3477025253770369
295101164005,0.7196285174443333,0.2062958139485233
295101165002,1.0097449198968105,0.2691239275545689
295101174002,0.969059346447445,0.3799547056601375
295101191013,1.0007320482106503,0.2562649599682343
295101192001,0.8018205625076977,0.2315970023008577
295101192002,0.8500988632988232,0.3016359594614244
295101193001,0.8357804891394781,0.2947541283255797
295101202001,1.0755060749509655,0.0691960958690141
295101211001,0.7443799695524331,0.077178632001086
295101212001,1.0041666680190349,0.1197141223719957
295101212002,0.7880805728654808,0.1676953652200319
295101231001,0.9915752922779942,0.2569515298980611
295101231002,0.9836067153259171,0.1253512819442682
295101231004,0.8265067954487095,0.1851593322227493
295101241001,0.9517719769181436,0.1747277881741039
295101241002,0.9409148734054548,0.1452547998416448
295101241004,0.8260270613249158,0.3634510075896662
295101241005,0.9581642732481612,0.1514225058100906
295101242001,0.934455081307323,0.1199786439319733
295101242002,0.7350497885559951,0.298425040408723
295101242003,0.9299514376656836,0.1170455089611142
295101246001,0.7134014575195196,0.2936814745039925
295101246002,0.9872546429747004,0.0737544648072103
295101255002,0.7244243557331408,0.1398620612037142
295101256001,0.6919733303016482,0.1072264411556602
295101257001,0.7237777541771977,0.246076072182501
295101257002,0.7629548306786325,0.3707334875823315
295101266002,0.8219766379122003,0.1426202049295754
295101266003,0.9463874528387912,0.1911233837394346
295101267001,0.763101907350202,0.216756464398985
295101269001,0.9838803623525416,0.2515779541587429
295101269003,0.9283308848394772,0.2869320582200453
295101269004,0.8789266170308984,0.2420304034494599
295101269005,0.9847843263695608,0.2404267655272738
295101269006,0.7331135373702462,0.3526154702711702
295101270001,0.7558901974696053,0.3176788136090238
295101270002,0.7457155878838919,0.4728530917831852
295101271003,0.7453807002555,0.2951995646992964
295101273001,0.8435918612866998,0.106683600625528
295101273003,0.7479300829749294,0.1920389203541498
295101273004,0.9171185929853224,0.0740364630794747
295101274002,0.93333340850203,0.122871236057583
295101274003,0.9132800929596588,0.0952560064396543
295101275001,0.7362846094424437,0.3192266132128366
295101275002,0.7540068169022591,0.1043482935592504
