Date,Day of Week,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
2019-03-13,Wednesday,0.1019783437411631,1.0331660518389292,0.4437529475401749,0.9651548714914656,0.9599281022151852,0.0045832161378173,0.2039566874823262,3.781970136252769,13.218029863747232,13:13
2019-03-14,Thursday,0.1040633267128546,1.1566240053688095,0.4393907115785932,0.979990539660762,0.9769891206098764,0.0027203482184102,0.2081266534257092,4.233895838323438,12.766104161676562,12:45
2019-03-15,Friday,0.1068885152365538,0.9796110466197286,0.4383723675506416,0.9687501801213002,0.9640627071394952,0.0044818191475535,0.2137770304731076,3.585928628669964,13.414071371330037,13:24
2019-03-18,Monday,0.108333612622211,1.189160143447476,0.4481932344517138,0.9681683544869212,0.9633936076599592,0.0047559331863687,0.216667225244422,4.352996444023262,12.647003555976738,12:38
2019-03-19,Tuesday,0.1073970954129041,1.21572837966226,0.4495369344845948,0.9681714158327204,0.9633971282076284,0.0046800822450158,0.2147941908258082,4.45025116484803,12.54974883515197,12:32
2019-03-20,Wednesday,0.1071480459949422,1.1575243613361117,0.4322158091705795,0.9691853137327752,0.9645631107926916,0.0044911489226582,0.2142960919898844,4.237191648686421,12.76280835131358,12:45
2019-03-21,Thursday,0.1014990842962201,1.3413739471031243,0.4281591172068881,0.9768216035652828,0.9733448441000752,0.0030333403040672,0.2029981685924402,4.910184766971423,12.089815233028578,12:05
2019-03-22,Friday,0.1102218083585685,1.0707455757486994,0.4343057950631256,0.9653333823040828,0.9601333896496952,0.0053392516324933,0.220443616717137,3.919532377006208,13.080467622993792,13:04
2019-03-25,Monday,0.1092018922784707,1.232996124163474,0.4500736468125517,0.96977781664646,0.9652444891434292,0.0045908068405566,0.2184037845569414,4.5134608433966,12.4865391566034,12:29
2019-03-26,Tuesday,0.120113987066351,1.1117804203329704,0.4363121350076273,0.9739902388249398,0.9700887746486808,0.0047273826102322,0.240227974132702,4.06974303916188,12.93025696083812,12:55
2019-03-27,Wednesday,0.1170033213677464,1.1663420620694154,0.4403560101578428,0.9741450273040893,0.9702667813997023,0.0044727273845804,0.2340066427354928,4.269469403829858,12.73053059617014,12:43
2019-03-28,Thursday,0.1164924065516932,1.1197200940638046,0.4366983299890926,0.9710660206231168,0.9667259237165844,0.0049638546286445,0.2329848131033864,4.09880672054026,12.90119327945974,12:54
2019-03-29,Friday,0.1133695412971022,1.0430460385560596,0.4252118943950373,0.9628152501127296,0.9572375376296391,0.0060634344806545,0.2267390825942044,3.8181364568981806,13.18186354310182,13:10
2019-04-01,Monday,0.1115863767522335,1.1591177327005922,0.4418298290447455,0.972587056392218,0.9684751148510506,0.0043184425337978,0.223172753504467,4.243024286049699,12.7569757139503,12:45
2019-04-02,Tuesday,0.1133699201537352,1.1745497985278148,0.4401738299056011,0.9733855393697052,0.969393370275161,0.0043279595846008,0.2267398403074704,4.299514345895704,12.700485654104297,12:42
2019-04-03,Wednesday,0.1136272297379834,1.2306226704851746,0.4310824003370632,0.970041363101804,0.9655475675670744,0.004925173923712,0.2272544594759668,4.504772665039278,12.495227334960722,12:29
