name,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
White,0.1378358702624883,1.1461345361072903,0.4501098000685926,0.9514466137926996,0.9441636058616044,0.0119209582838422,0.2756717405249766
