name,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
Hispanic,0.1243614886218819,1.1284305175295974,0.4511345079347942,0.9721022364831214,0.9679175719555896,0.0054515968157089,0.2487229772437638
