name,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
Black,0.0933026251584495,0.9255251637051805,0.41856306046177,0.9599076515844784,0.95389379932215,0.0044037739541802,0.186605250316899
