GIDBG,Mean,Variance
131210021001,0.733514006728635,0.0882410410801604
131210024001,0.7813996184739401,0.1009408837482314
131210025001,0.6491873164083948,0.088880893960547
131210025002,0.8043658585119938,0.2778780179708838
131210026001,0.7899155830068366,0.1086716791319231
131210028001,0.6133870384002367,0.0821378755038292
131210036001,0.6764917201438938,0.1959069875849116
131210039001,0.7292992665160074,0.2325552942489175
131210039002,0.7108221398559147,0.2532115103500283
131210040001,0.8288185740630133,0.1848423686853132
131210040002,0.8568907017444124,0.491702036082586
131210040003,0.7807901967931183,0.2668714702085199
131210041001,0.8702970346033496,0.1869703681934503
131210041002,0.69429184122667,0.2459146542399857
131210042001,0.841195101947769,0.1122779624666353
131210042002,0.7440190777969393,0.0959995876658755
131210043002,0.6376116035220841,0.1163422299614254
131210044001,0.7636771769085324,0.0427406608481224
131210048001,0.8274345408778647,0.0880283824054482
131210049001,0.9928619840345714,0.0581064839244515
131210055011,0.8661978553494657,0.1385438800130166
131210055012,0.8153203817308622,0.0660216080300242
131210057001,0.6451292931331406,0.1162565816286785
131210058001,0.8701643654526198,0.104801388713984
131210060001,0.8772666743456917,0.1406571048452701
131210060002,0.6172017310729742,0.3402227740345381
131210060003,0.7504975218635315,0.1864553067527597
131210060004,0.7259442620890478,0.1942546070613547
131210061001,0.8273972789558341,0.1776844437971529
131210061002,0.932430306481274,0.1157193770786603
131210061003,0.91446905692218,0.1784625603638004
131210061004,0.974973354981978,0.1580792549611235
131210062001,0.5941046473533906,0.2750442670605775
131210062002,0.7820666810963592,0.3855962764766317
131210063001,0.7527936519912035,0.1183981997638211
131210063002,0.6918991736300268,0.2639844102026571
131210064001,0.6915699516760059,0.2132668690960985
131210065001,0.7779449510918252,0.2202226158402368
131210065002,0.6655449773944161,0.1213520691046641
131210065003,0.7921721643564122,0.1967567476652189
131210065004,0.632778482292373,0.2126848628410898
131210066011,0.7879377079378946,0.1899232692746025
131210066012,0.8996963224357835,0.0920191368460829
131210066021,0.6660470972492373,0.1779848668344975
131210067001,0.7519075703013801,0.2674534265863149
131210067002,0.8164995585789293,0.1132704782285993
131210067003,0.6031113021920488,0.3941260306199112
131210068021,0.6858764948918052,0.3166313303817875
131210070011,0.7963450620259258,0.0819916401368326
131210070012,0.6729308884629627,0.3151865806863232
131210070013,0.735046851205603,0.1543182393279492
131210070021,0.9459654019503738,0.0968473762288883
131210070022,0.7485486204878038,0.4898607415409201
131210070023,0.6728746085084029,0.2262067332178589
131210070024,0.7665570374277131,0.4362524398467524
131210071001,0.9094668068221912,0.1277863008622009
131210071002,0.8186035605072173,0.3016803854057033
131210072001,0.7223830046224398,0.0951495308578557
131210073001,0.6965479209832885,0.0579786051901886
131210073002,0.8032420102446767,0.0791880341657912
