State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
51,0.1294171667170237,1.099476845668956,0.4426032383769844,0.9462600792495356,0.938199091136966,0.0116623846291584,0.2588343334340474
