State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
6,0.1479201256708216,1.190517533011174,0.469637936431975,0.97325175124519,0.9692395139319688,0.0074123756591541,0.2958402513416432
