State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
32,0.1215048356362503,1.185463843593722,0.4714363401869243,0.9726991322611324,0.9686040021003024,0.0051062198379736,0.2430096712725006
