State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
50,0.096722190752004,1.0996999996045085,0.3963525091983431,0.9220192664988518,0.9103221564736796,0.0097011401949034,0.193444381504008
