State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
9,0.1277781826449935,1.135339203140476,0.4416197584011197,0.9316961470311738,0.92145056908585,0.0147081768427466,0.255556365289987
