State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
29,0.1365465731057453,1.1485711362975335,0.4484644767855306,0.9519741338265052,0.9447702539004812,0.0115671141178885,0.2730931462114906
