State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
38,0.1359345248827203,1.0971977807692606,0.4175073244330939,0.9506646536581916,0.9432643517069204,0.0117555988980976,0.2718690497654406
