State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
27,0.1305692267429238,1.1141135559580595,0.427849547543585,0.9530986411994588,0.9460634373793776,0.0102954140791687,0.2611384534858476
