State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
28,0.1444155367312626,1.1762741123045486,0.4346362328758116,0.952533535943444,0.9454135663349604,0.0128006081932277,0.2888310734625252
