State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
20,0.1402108625274551,1.1430662842901549,0.4476803364028647,0.9496167569000574,0.942059270435066,0.0128225510821787,0.2804217250549102
