State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
49,0.1430023046445751,1.1255511061130732,0.4698310311926098,0.9685781720056564,0.963864897806505,0.0081470733273626,0.2860046092891502
