State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
54,0.1072740386390338,1.070344128476272,0.4289090799260613,0.9397734249964408,0.9307394387459068,0.0090251401803718,0.2145480772780676
