State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
44,0.1155046951106483,1.094139274706926,0.433066566349607,0.9271893160681902,0.9162677134784188,0.0128409117579439,0.2310093902212966
