State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
25,0.1214901541170374,1.1023932995271009,0.4244059102844148,0.9362738081983558,0.9267148794281092,0.0123195335934883,0.2429803082340748
