State,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
45,0.1310444545815584,1.0925868558041936,0.4417026216251897,0.9446022912954968,0.9362926349898212,0.012342608803744,0.2620889091631168
