GIDBG,Mean,Variance
10010202001,1.1626480419159009,0.0578097302860808
10010202002,1.112425517798974,0.0689865054211957
10010211001,1.156488559846518,0.0305069654677102
10010211002,1.0791695006794129,0.149840857773245
10030106001,1.115173073923892,0.1027902048931964
10030106002,1.0663035386318016,0.3369460927958575
10059501002,1.3247124976436115,0.0445233583165284
10059502001,1.1210426727938194,0.1772578255366454
10059502002,1.2043879282942398,0.2005373723328299
10059502003,1.178889689072856,0.1695175355086647
10059503002,1.2952412446973998,0.0756215003948734
10059504002,1.098762555770612,0.0879723978882637
10059506001,1.0255268277314236,0.2830918190899799
10059507002,1.1798282572047976,0.0818988980071531
10059508001,1.069821849766874,0.1454858122790527
10059509002,1.0186743046375544,0.1007465499619642
10059509003,0.8399057578684257,0.3469847632380559
10070100044,1.1383570035732455,0.0637783714367179
10119521001,1.1564572437202636,0.1000422813869643
10119522001,1.0866364318695605,0.0779954308075411
10119522002,1.0747885197881608,0.0690212823426746
10119522003,0.9714415919869784,0.1102570526840953
10119525002,1.1164664380074103,0.0839509449112173
10139529002,1.1999361374572093,0.0944566957866184
10139531001,0.9845595163529424,0.1744790220998191
10139531002,0.905844075003837,0.1967368385847122
10139531003,1.141406173175726,0.1099830455587616
10139532002,1.2644768570747709,0.1598018361899016
10139534001,1.0291505578933728,0.1948827041465401
10150002002,1.101149523258426,0.1207047021350572
10150003002,0.9000521170519412,0.2741941932911012
10150004001,1.0632814781271809,0.1117910232350786
10150004003,0.9910907139117886,0.2397254348280733
10150005001,0.8055493356487315,0.2065354440027488
10150005002,0.8148639498879524,0.4904144755919183
10150006002,0.7265048487192589,0.4489486303016231
10150008001,1.006123985372196,0.2094926096241244
10179538003,1.240130562484606,0.177355293371758
10179539003,1.014063837410592,0.2674905100148569
10179539004,1.308773665390386,0.1030675607424639
10179540002,1.0849539456480792,0.0812112185789207
10179540003,1.077325366788502,0.1380573837702136
10179540004,1.1259326746064522,0.0987114893839445
10179540006,1.2191194218147552,0.0429146224036223
10179543001,1.3648958870853496,0.0648714316031852
10179543002,1.1352170422487229,0.0506284140242762
10179543003,1.0077587958565986,0.3767848875405746
10179544001,1.1882229451069308,0.2456331536360587
10179545004,1.2433626616079283,0.1531430669652211
10179547001,1.1874385513487171,0.1654411583286059
10210601011,0.92720442596249,0.266756585079608
10239567001,1.3336498019923202,0.076869942740964
10239567002,1.1921680370011762,0.185257152791435
10239567003,1.1862391568402215,0.2238110525407086
10239567004,1.1241068313040905,0.0989095798328459
10239568001,1.2729589201729443,0.0651471683863635
10239570001,1.2034016576116888,0.0807041963160557
10259575001,1.2142936418380996,0.0644775112425363
10259576021,1.258010185610604,0.0939008594964202
10259576024,1.2264663977365515,0.0433258239047904
10259577001,1.1475908086786408,0.1073592987516416
10259578001,1.1963441205244274,0.1064570894416244
10259578003,1.36558971473803,0.0733437603149986
10259578004,1.1656423644703455,0.2522631329274853
10259578005,1.3299330435048289,0.0392930288180022
10259579011,1.4152036203347682,0.0628269269746258
10259579021,1.2076800607274292,0.1235472850547141
10259579024,1.161507629298543,0.1350917652090079
10259580011,1.2832754871029497,0.0460364719392598
10259580021,1.1478727171870098,0.0713312165417036
10310105002,1.0879919878920503,0.165542722052159
10310112021,1.0773950785639772,0.0830300172733203
10330203001,1.0362690662817324,0.0770283484477332
10330203002,0.6943411395604573,0.44853414540951
10330206004,1.204929436158112,0.0560380386276635
10359602001,1.3276576521387538,0.0808767122559312
10359604001,1.0762881229037442,0.1877300586919558
10359604002,1.276505534080071,0.0709521074862017
10359605001,1.1361876358016356,0.1323446089887011
10359606003,0.9122331767545296,0.1827578630311059
10379610001,1.2963431598789903,0.1300385737116741
10379610002,1.278516173169604,0.0707783424301942
10379610003,1.1819995962180354,0.1104478958339746
10379610004,1.087119399082568,0.0690566468417673
10399621001,0.9818530897940986,0.3721572608744161
10450205002,1.1499531969739092,0.1000820504098122
10450207001,0.8491388106270105,0.2820379390886837
10450207004,1.153062946003987,0.0711430936732635
10479561003,1.2857491902861404,0.0489971327482478
10479561004,1.1109686661826317,0.0626944469870343
10479563001,1.1194209449463153,0.1061305315069491
10479563002,0.9557173160549052,0.0803396936690466
10479564001,0.9741729234399668,0.2226357718740236
10479564002,0.9040481152546714,0.2865956177212441
10479565001,0.936671541879088,0.2413513443589727
10479566001,0.9837128851220726,0.2479081320496881
10479566002,0.971212994908596,0.3641128467564783
10479566003,1.0830387598115512,0.19115290146582
10479567021,1.1716032078131922,0.0584426777444681
10479568001,0.9799895385494518,0.3760706324423066
10479568002,1.097558733061884,0.0642370556225518
10479569001,1.20517226635258,0.1025414774682531
10479569002,1.2721740968316726,0.0854171428764596
10479569003,1.2723438272535033,0.1461639162340913
10479570001,1.1887267224065148,0.0928214537722044
10479571001,1.3244112454115973,0.1232737238480045
10479572001,1.042730995263476,0.2594575011570586
10479572002,1.0292046799659818,0.2105418527264084
10479573001,1.0813980351555066,0.1007632996949255
10479573002,0.9403343748774664,0.4098191100325342
10479573003,1.1310410200567065,0.2717169843375401
10479573004,1.0518438155279597,0.2410456286177753
10510306002,1.2817232809691586,0.0640125338444985
10510308002,1.1588698406913405,0.0465059871818359
10510308004,1.2643815389251665,0.0498137440569311
10539698005,0.9409126881165092,0.4278523489990912
10539702001,1.1582640635771912,0.2468180517311265
10539702002,0.6963575807536108,0.3250002168806607
10539705001,0.9850617806397648,0.2258877349047606
10539706003,0.9759978307880386,0.3564739586373199
10539706004,1.0172054276910858,0.3174094607949384
10550002001,0.9544825217925748,0.192889035698747
10550002003,0.9992724382426856,0.1331056005215668
10550003001,1.0840184014574523,0.1381849638624187
10550003002,0.8615734543321301,0.1819337923400892
10550003003,1.0063510850605757,0.2303338359231205
10550007002,0.8653627838642075,0.4575109344374977
10550009001,0.8352496317023498,0.4507973723001475
10550010001,1.092894341680556,0.2580877123888128
10550013002,0.9417920766409296,0.2356611717801973
10550016001,1.0023141253500167,0.0599064930293053
10550016002,1.0806975714878633,0.2152677640628248
10550016003,0.8954607635479339,0.1401436943823665
10550017001,0.9268711115823554,0.3254803390191336
10550112002,0.8778143942000226,0.2727065152492789
10550112003,0.9849066480169656,0.1763975114467101
10610503006,1.0779404560703645,0.3147377674989399
10630600001,1.1137459075754248,0.1612007628113176
10630600002,1.2523540688002648,0.1530177461737369
10630601001,1.3974538483938284,0.0726496288489679
10630601002,1.0007755663252726,0.2246275695270948
10630601003,0.9534150833968472,0.2318320655876017
10630601004,0.8427947357959457,0.4469662689550829
10630602001,1.056746142167888,0.3252177530629728
10630602002,1.2291509694571023,0.0506888258384213
10630602003,1.167513802303102,0.3759342952891665
10650403001,1.2956277226550872,0.0634283587527093
10650403002,1.109943867510294,0.0772875014762983
10650404001,0.9177669488328988,0.2387041783863969
10650404002,1.10152381439949,0.2391245488353784
10650404003,1.156180053290336,0.1111959925310043
10650404004,1.2136552817558803,0.1016238908399168
10650405001,1.163725508631711,0.0860230588025995
10670302002,1.1029365249284258,0.0893533057819821
10670305002,1.174082894734585,0.0496646634058235
10690403013,0.9879586203594968,0.1528256866661529
10690406002,0.9012153063521244,0.3353155098807499
10690406003,0.9292878826784136,0.3925882126882221
10690407002,1.03177350691931,0.0632153351448377
10690410001,1.0117501873664925,0.0717724991733579
10690410002,0.991098867945225,0.0989243745654056
10690412001,1.1383365219870474,0.0951616933473087
10690412002,0.8008723754237803,0.2079217550442093
