Date,Day of Week,device_count,24-hour average,Average
2020/10/16,Friday,90.62216215211978,40.94257712350909,0.4517943089327557
2020/10/19,Monday,90.44315040810923,42.59030723168619,0.4709069403211268
2020/10/20,Tuesday,89.84110070094435,41.91183267450449,0.4665106766002026
2020/10/21,Wednesday,90.32769592,41.73944940420893,0.4620891629906352
2020/10/22,Thursday,91.24892705856124,41.68292219394075,0.456804518558226
2020/10/23,Friday,90.25816736771164,40.775334642467044,0.4517633786685297
2020/10/26,Monday,88.24794148380356,42.01342234606603,0.4760838795744249
2020/10/27,Tuesday,87.08950805196012,41.095611507447785,0.4718778694091251
2020/10/28,Wednesday,85.77664507615535,41.137990510397216,0.4795943053481929
2020/10/29,Thursday,89.32051806154304,41.15538729962589,0.4607607321675998
2020/10/30,Friday,88.51774823354407,39.76841046082806,0.4492704712268957
