GIDBG,Mean,Variance,Time,Time1,Time2
10150012023,1.2628623317368046,0.045662163761366,4.6227879984307965,12.377212001569204,12:22
10499607002,1.1714141673470866,0.0569216267060741,4.2880361682468076,12.711963831753192,12:42
10499613003,1.1822794690591285,0.0845295712965523,4.327809297186902,12.672190702813097,12:40
10599730003,1.178992924225995,0.1187138638291628,4.315778690501517,12.684221309498483,12:41
10599730004,1.2726243221521991,0.0419082219966811,4.658522386098388,12.341477613901612,12:20
10599732001,1.130221040006886,0.0428899798323552,4.13724610198185,12.86275389801815,12:51
10890025012,0.9850651855045331,0.0750540464237107,3.60589385143797,13.394106148562031,13:23
10950308021,1.208893364409222,0.0479949653647541,4.425231156184551,12.574768843815448,12:34
10950308025,0.7878498891372253,0.0618706469761901,2.8839746982235965,14.116025301776403,14:06
11010060001,1.0938906664450398,0.0939273786809699,4.004256455636763,12.995743544363236,12:59
11030001002,1.2561849003251395,0.1375579582321141,4.598344835455354,12.401655164544646,12:24
11130306004,1.112714460540794,0.302913112456099,4.073162152832679,12.92683784716732,12:55
20200006008,1.168431700101012,0.1495573891504774,4.277118656935891,12.72288134306411,12:43
20200027122,1.1006399082790337,0.0886390967775311,4.028962485236826,12.971037514763175,12:58
40019703002,1.1640929764746462,0.217731007215638,4.261236482763439,12.73876351723656,12:44
40030002021,1.2737616301042676,0.389861460308241,4.662685574293345,12.337314425706655,12:20
40030002022,1.0533671098428774,0.1935728878117519,3.855917395704101,13.1440826042959,13:08
40030002023,1.093570024208734,0.1645415270719746,4.003082724308705,12.996917275691295,12:59
40030006001,1.118554529789772,0.2838317673489281,4.094540098279078,12.905459901720922,12:54
40030006002,0.9448451417842832,0.3140813525579676,3.458665819740622,13.541334180259378,13:32
40030007001,1.0389760397186851,0.19014129824311,3.803237966931213,13.196762033068786,13:11
40030007002,0.9429365966315651,0.4457260629525629,3.451679468651731,13.548320531348269,13:32
40030007003,1.197968915561969,0.202458775101012,4.38524151538887,12.61475848461113,12:36
40030007004,1.2278682130222451,0.16521298709322,4.494689798061761,12.50531020193824,12:30
