GIDBG,Mean,Variance,Time,Time1,Time2
10010202001,1.1626480419159009,0.0578097302860808,4.255947207781661,12.744052792218339,12:44
10010202002,1.112425517798974,0.0689865054211957,4.072104459523162,12.927895540476838,12:55
10010211001,1.156488559846518,0.0305069654677102,4.233400031362414,12.766599968637586,12:45
10010211002,1.0791695006794129,0.149840857773245,3.9503686907442446,13.049631309255755,13:02
10030106001,1.115173073923892,0.1027902048931964,4.0821620637133345,12.917837936286666,12:55
10030106002,1.0663035386318016,0.3369460927958575,3.9032720172215134,13.096727982778486,13:05
10059501002,1.3247124976436115,0.0445233583165284,4.849194470038605,12.150805529961396,12:09
10059502001,1.1210426727938194,0.1772578255366454,4.103648104217991,12.896351895782008,12:53
10059502002,1.2043879282942398,0.2005373723328299,4.408738720329415,12.591261279670585,12:35
10059502003,1.178889689072856,0.1695175355086647,4.3154007916482895,12.68459920835171,12:41
10059503002,1.2952412446973998,0.0756215003948734,4.741313071572078,12.258686928427922,12:15
10059504002,1.098762555770612,0.0879723978882637,4.022090316809076,12.977909683190923,12:58
10059506001,1.0255268277314236,0.2830918190899799,3.7540062698565535,13.245993730143446,13:14
10059507002,1.1798282572047976,0.0818988980071531,4.318836480073712,12.681163519926288,12:40
10059508001,1.069821849766874,0.1454858122790527,3.9161510192165996,13.0838489807834,13:05
10059509002,1.0186743046375544,0.1007465499619642,3.7289221726266186,13.271077827373382,13:16
10059509003,0.8399057578684257,0.3469847632380559,3.074528521210404,13.925471478789596,13:55
10070100044,1.1383570035732455,0.0637783714367179,4.167028314805089,12.832971685194911,12:49
10119521001,1.1564572437202636,0.1000422813869643,4.2332853966877,12.7667146033123,12:46
10119522001,1.0866364318695605,0.0779954308075411,3.9777018679429426,13.022298132057058,13:01
10119522002,1.0747885197881608,0.0690212823426746,3.934331831162265,13.065668168837735,13:03
10119522003,0.9714415919869784,0.1102570526840953,3.5560238196651186,13.443976180334882,13:26
10119525002,1.1164664380074103,0.0839509449112173,4.086896505316851,12.913103494683149,12:54
10139529002,1.1999361374572093,0.0944566957866184,4.3924426564309496,12.60755734356905,12:36
10139531001,0.9845595163529424,0.1744790220998191,3.6040428173019405,13.395957182698059,13:23
10139531002,0.905844075003837,0.1967368385847122,3.315899930769424,13.684100069230576,13:41
